song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,year
Aazham Theriyaamal,Sirkazhi Govindarajan|L.R. Eswari,/artist/sirkazhi-govindarajan|/artist/lr-eswari-2,03:17,Tamil,01-10-2006,0.17,0.59,0.302,0.8,-13.852,0.08,160.041,1,9,0.0756,4,90,6729461,2006
Aalamaram Urangum,S. Janaki|T.M. Soundararajan,/artist/s-janaki|/artist/tm-soundararajan,04:11,Tamil,03-04-2023,0.57,0.91,0.823,0.137,-8.249,0.06,134.04,0,11,0.05,4,100,7479414,2023
En Ithaya Rani,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:44,Tamil,06-10-2003,0.24,0.27,0.928,0.6,-2.755,0.0829,152.047,0,9,0.0008,4,34,11160783,2003
Unnai Partha,Vani Jairam|Chandra Bose,/artist/vani-jayaram|/artist/chandra-bose,04:38,Tamil,10-06-2004,0.37,0.623,0.91,0.675,-2.469,0.002,190.1,1,6,0.097,4,76,824098,2004
Koothaadum Kondaiyile,Sirkazhi Govindarajan|P. Susheela,/artist/sirkazhi-govindarajan|/artist/p-suseela-2,03:03,Tamil,02-07-2004,0.94,0.721,0.476,0.523,-8.299,0.0423,156.05,0,11,0.07,4,29,8813769,2004
Vasandhamum Neeye,S. Janaki,/artist/s-janaki,04:45,Tamil,01-06-2006,0.87,0.13,0.618,0.1,-13.074,0.0283,207.898,1,1,0.019,4,51,8222277,2006
Vizhiyae Vizhiyae,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:36,Tamil,02-04-2000,0.77,0.742,0.68,0.531,-5.872,0.07,129.964,1,10,0.014,4,34,5418611,2000
Penmai Konda,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:09,Tamil,05-03-2009,0.81,0.55,0.182,1.0,-5.082,0.04,109.963,0,0,0.057,4,94,10579450,2009
Ullamellam,T.M. Soundararajan,/artist/tm-soundararajan,03:48,Tamil,03-09-2007,0.89,0.79,0.721,0.4,-11.067,0.0827,147.878,1,4,0.04,4,63,542276,2007
Inggey Inggey,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:38,Tamil,08-05-2005,0.42,0.998,0.636,0.711,-10.202,0.0775,120.188,1,1,0.088,4,28,2350603,2005
Ammadi Kannaippaaru,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:45,Tamil,02-09-2004,0.98,0.752,0.715,0.556,-12.707,0.0462,182.082,0,1,0.0519,4,75,9199053,2004
Achamilla Pathaliel,K. S. Chithra,/artist/chitra,05:37,Tamil,10-03-2007,0.67,0.81,0.008,0.4,-7.284,0.015,109.917,1,4,0.07,4,52,5406010,2007
Kaala Muthu - Pathos,P. Susheela,/artist/p-suseela-2,05:18,Tamil,01-04-2003,0.1,0.021,0.592,0.066,-11.421,0.0928,150.047,1,1,0.0445,4,88,9941222,2003
Aadi Aadi Nee Odi Vaa,T. K. S. Natarajan,/artist/t-k-s-natarajan-1,05:00,Tamil,07-08-2005,0.92,0.208,0.268,0.5,-10.73,0.091,131.747,1,2,0.0776,4,64,8640069,2005
Annai Mookambikayae,K. S. Chithra,/artist/chitra,03:22,Tamil,10-10-2021,0.19,0.28,0.769,0.1,-4.493,0.0667,126.802,1,8,0.0762,4,57,3290592,2021
Thookam Un Kangalai,S. Janaki,/artist/s-janaki,03:29,Tamil,12-09-2005,0.71,0.275,0.953,0.315,-12.725,0.007,111.924,1,8,0.0955,4,46,11028559,2005
Panchangam Yeanga,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:24,Tamil,10-03-2002,0.58,0.46,0.088,0.4,-10.72,0.02,190.13,0,9,0.02,4,81,4034512,2002
Ellorum Nalam Vaazha,T.M. Soundararajan,/artist/tm-soundararajan,03:32,Tamil,07-02-2006,0.49,0.254,0.584,0.589,-10.072,0.081,155.946,0,6,0.078,4,46,730189,2006
Aruviyilae,P. Susheela,/artist/p-suseela-2,04:20,Tamil,03-02-2006,0.02,0.87,0.979,0.6,-2.331,0.038,134.308,0,10,0.056,4,33,1864019,2006
Koluvai Unnade (Nadhaswaram),Andankovil Selvarathinam|Valangaiman Shanmugasundaram,/artist/andankovil-selvarathinam|/artist/valangaiman-shanmugasundaram,16:23,Tamil,11-03-2024,0.92,0.723,0.699,0.719,-12.622,0.046,134.945,0,1,0.0248,4,83,10629393,2024
Happy Indrumudal Happy,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,04:34,Tamil,07-02-2002,0.89,0.83,0.206,0.9,-3.777,0.0398,120.029,0,10,0.051,4,83,9491723,2002
Maadiyeri Vaama,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,05:04,Tamil,10-08-2008,0.49,0.148,0.099,0.162,-11.059,0.07,155.25,1,4,0.0388,4,100,1536393,2008
Kadellam Thedi ? Aarabi,M.L.Vasanthakumari,/artist/mlvasanthakumari-1,03:09,Tamil,01-11-2000,0.97,0.349,0.524,0.464,-10.521,0.046,155.025,1,8,0.0387,4,72,839948,2000
Anbu Megame,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,03:03,Tamil,06-07-2004,0.68,0.82,0.267,0.5,-5.582,0.054,143.057,1,11,0.006,4,92,7441551,2004
Kaavanna Thaana,S. P. Sailaja|Malaysia Vasudevan,/artist/s-p-sailaja-2|/artist/malaysia-vasudevan,04:44,Tamil,10-06-2001,0.29,0.104,0.524,0.027,-12.947,0.1,140.078,1,6,0.059,4,60,6933769,2001
Varuvaan Mohana,S. Janaki,/artist/s-janaki,03:21,Tamil,01-03-2021,0.24,0.13,0.158,0.8,-6.224,0.01,106.95,0,10,0.012,4,43,4404690,2021
En Kanmani Pone Mangani,P. Jayachandran,/artist/p-jayachandran-1,04:36,Tamil,09-11-2009,0.5,0.529,0.767,0.075,-10.235,0.09,142.933,1,1,0.081,4,73,7587597,2009
Karugamani Frusaradu-Bit,REQ.,/artist/req,01:29,Tamil,09-02-2007,0.44,0.269,0.178,0.664,-9.449,0.071,111.989,1,2,0.08,4,94,3028338,2007
Naan Podiyum Kavithayin,T.M. Soundararajan,/artist/tm-soundararajan,03:15,Tamil,09-10-2022,0.65,0.97,0.478,0.9,-12.74,0.04,155.996,0,6,0.008,4,93,2751281,2022
V,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:35,Tamil,04-04-2020,0.65,0.401,0.601,0.997,-6.462,0.1,124.059,1,9,0.03,4,36,5859078,2020
Ithukku Enna Artham,Yugendharan,/artist/yugendharan,04:32,Tamil,09-03-2004,0.9,0.308,0.616,0.508,-5.618,0.0602,130.037,1,0,0.0827,4,69,11215759,2004
Yezhai Yen Mael,Soolamangalam Sisters,/artist/soolamangalam-sisters,04:25,Tamil,01-06-2020,0.85,0.91,0.278,0.8,-7.95,0.07,148.844,1,9,0.052,4,65,6693618,2020
Munnam Avan,P Leela,/artist/p-leela,03:03,Tamil,12-02-2024,0.96,0.28,0.766,0.91,-5.446,0.04,159.107,1,6,0.03,4,42,10412601,2024
Ezhumalai Irukka,K. B. Sundarambal,/artist/k-b-sundarambal-1,03:07,Tamil,01-07-2003,0.58,0.761,0.218,0.502,-9.38,0.09,191.032,0,9,0.05,4,31,6259729,2003
Naan Aayirakkankali,P. Susheela,/artist/p-suseela-2,03:22,Tamil,08-05-2004,0.31,0.9,0.209,0.9,-2.332,0.045,149.982,0,2,0.06,4,61,1778613,2004
Nyayathai,Dheepan Chakravarthy|Chorus,/artist/dheepan-chakravarthy|/artist/chorus,04:08,Tamil,10-05-2005,0.24,0.125,0.851,0.574,-12.555,0.08,125.91,1,7,0.02,4,60,3154855,2005
Kannizhandha,P Suhseela,/artist/p-suhseela,03:14,Tamil,02-11-2006,0.51,0.4,0.401,0.2,-6.632,0.005,173.596,1,1,0.041,4,69,4682084,2006
Unnai Vittu Poonaal,Haricharan,/artist/haricharan,04:14,Tamil,03-08-2009,0.11,0.67,0.146,0.2,-2.401,0.0246,142.054,0,6,0.026,4,39,9503335,2009
Aayiram Mutham,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,03:12,Tamil,05-08-2008,0.95,0.33,0.925,0.2,-5.297,0.017,149.762,0,8,0.083,4,73,9646928,2008
Thenuruthe Aasaiyo Neeluthe,S. Janaki,/artist/s-janaki,04:36,Tamil,10-07-2007,0.09,0.66,0.627,0.2,-12.158,0.089,151.979,1,10,0.06,4,58,131611,2007
Aluthu Pona Pazhaiya Mugangal,Mano|Sunandha,/artist/mano|/artist/sunandha,03:00,Tamil,01-06-2022,0.36,0.628,0.769,0.045,-4.919,0.07,159.927,1,11,0.04,4,67,3959871,2022
Vaadai Kaatramma,L.R. Eswari,/artist/lr-eswari-2,03:28,Tamil,02-11-2020,0.17,0.991,0.813,0.32,-7.308,0.063,118.051,0,10,0.02,4,68,3414116,2020
Hap Hap,L.Andrewkumar,/artist/landrewkumar,04:30,Tamil,06-09-2002,0.09,0.63,0.993,0.9,-5.863,0.036,132.957,0,10,0.09,4,95,1101475,2002
Ennadi Ennadi Kannama,S. P. Sailaja,/artist/s-p-sailaja-2,04:10,Tamil,08-07-2001,0.02,0.21,0.928,0.4,-4.768,0.05,201.41,1,7,0.04,4,34,6852684,2001
Neeril Oru Thamarai,P. Jayachandran,/artist/p-jayachandran-1,04:43,Tamil,06-12-2020,0.09,0.517,0.877,0.358,-12.965,0.06,119.954,1,7,0.01,4,27,11290383,2020
Poovukkulle,Sailaja|Mano,/artist/sailaja|/artist/mano,04:20,Tamil,11-04-2009,0.71,0.99,0.361,0.1,-2.006,0.08,166.079,0,4,0.0505,4,45,3993494,2009
Sirikkindra Mugaththai,S. Janaki,/artist/s-janaki,02:59,Tamil,10-04-2004,0.66,0.27,0.841,0.0,-11.552,0.051,190.614,0,11,0.0444,4,62,3299791,2004
Jillendra Kaatru,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,04:18,Tamil,09-01-2008,0.07,0.61,0.616,0.1,-4.918,0.1,172.882,1,1,0.03,4,64,7389887,2008
Ennamma Sowkiyama,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,02:51,Tamil,08-01-2008,0.25,0.61,0.231,0.1,-7.618,0.045,178.181,1,0,0.02,4,51,7223659,2008
Aaradhipom,Justin Prabhakaran,/artist/justin-prabhakaran,03:35,Tamil,12-07-2009,0.94,0.13,0.635,0.2,-7.577,0.08,193.408,1,1,0.051,4,52,4965935,2009
Vaanam Engay,S. Janaki|P. Jayachandran,/artist/s-janaki|/artist/p-jayachandran-1,04:38,Tamil,06-11-2005,0.91,0.129,0.97,0.556,-9.38,0.0108,179.576,0,1,0.03,4,66,1980274,2005
Poonthotta Kaavalkara,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:49,Tamil,09-09-2003,0.88,0.52,0.071,0.3,-5.327,0.05,189.968,1,1,0.01,4,85,9768313,2003
Kadan Vaangi,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:23,Tamil,03-04-2000,0.95,0.65,0.423,0.364,-12.688,0.05,184.566,1,1,0.091,4,29,154710,2000
Yaar Yaar Yaar Aval,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,04:22,Tamil,08-04-2002,0.37,0.52,0.606,0.4,-8.303,0.0005,193.142,1,1,0.09,4,76,5177471,2002
Idhu Nalliravu,L.R. Eswari,/artist/lr-eswari-2,03:25,Tamil,08-11-2003,0.72,0.905,0.925,0.102,-5.173,0.088,151.997,0,2,0.08,4,59,4359833,2003
Mutthukumaranai,P. Susheela|Chorus,/artist/p-suseela-2|/artist/chorus,06:36,Tamil,10-02-2003,0.33,0.681,0.373,0.944,-7.069,0.0578,191.758,1,1,0.07,4,84,1576653,2003
Ada Vaada,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:25,Tamil,04-03-2022,0.97,0.78,0.305,0.2,-5.44,0.0641,201.684,0,11,0.035,4,89,11004438,2022
Manmadha Ragangalae,Vani Jairam,/artist/vani-jayaram,04:23,Tamil,12-01-2002,0.11,0.659,0.997,0.324,-11.772,0.04,177.886,1,9,0.043,4,77,8481098,2002
Ariyathu Ariyathu,K.B. Sundarambal,/artist/kb-sundarambal,05:42,Tamil,09-05-2007,0.68,0.925,0.312,0.108,-4.332,0.004,166.056,1,1,0.04,4,90,7728312,2007
Maamarakkuyil,Ramana|Edwin,/artist/ramana|/artist/edwin,04:42,Tamil,04-11-2005,0.81,0.79,0.652,1.0,-7.225,0.056,185.774,1,7,0.068,4,32,9402261,2005
Muzhanguthu Guitar,Malaysia Vasudevan|S. P. Sailaja,/artist/malaysia-vasudevan|/artist/s-p-sailaja-2,04:38,Tamil,06-01-2020,0.98,0.099,0.193,0.965,-11.177,0.004,175.426,0,4,0.006,4,28,7028760,2020
Kannapuram Selven,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,04:24,Tamil,05-02-2003,0.97,0.85,0.249,0.2,-3.319,0.0185,177.398,1,9,0.09,4,96,10280782,2003
Arumugam Kandu,Soolamangalam Sisters,/artist/soolamangalam-sisters,04:09,Tamil,04-01-2004,0.4,0.18,0.01,0.3,-9.537,0.09,194.082,1,7,0.057,4,76,2770786,2004
Kaathal Oru,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:51,Tamil,07-02-2007,0.32,0.564,0.971,0.288,-6.243,0.091,189.39,0,0,0.032,4,81,11035757,2007
Kuladeivame (Part 1) and 02,K.B. Sundarambal,/artist/kb-sundarambal,10:01,Tamil,10-04-2001,0.01,0.363,0.384,0.447,-13.644,0.0952,190.162,0,11,0.0282,4,60,6190289,2001
Engae Poividum Kaalam,T.M. Soundararajan,/artist/tm-soundararajan,04:04,Tamil,06-04-2022,0.39,0.27,0.924,0.3,-11.164,0.0974,173.497,0,10,0.05,4,75,2980962,2022
Enathu Paattai,Vani Jairam,/artist/vani-jayaram,03:39,Tamil,08-03-2006,0.0,0.671,0.225,0.434,-12.922,0.0616,196.61,0,10,0.048,4,45,7575524,2006
Ammaanai,Vani Jairam|T.M. Soundararajan,/artist/vani-jayaram|/artist/tm-soundararajan,04:45,Tamil,12-03-2005,0.29,0.34,0.485,0.5,-12.531,0.011,203.778,1,2,0.06,4,47,4524713,2005
Sonthamum Illai,G.K.Venkatesh,/artist/gkvenkatesh,03:02,Tamil,01-12-2006,0.56,0.57,0.45,0.813,-4.341,0.07,188.0,1,8,0.049,4,34,7963828,2006
Gnabakam Illaiyo (Duet),S. Janaki|K J Yesudas,/artist/s-janaki|/artist/k-j-yesudas,04:14,Tamil,05-05-2023,0.58,0.17,0.113,0.1,-2.78,0.0382,184.084,1,2,0.038,4,94,363927,2023
En Vaazhvil,Malaysia Vasudevan|Vani Jairam,/artist/malaysia-vasudevan|/artist/vani-jayaram,03:57,Tamil,01-02-2008,0.44,0.253,0.892,0.794,-12.783,0.007,180.894,1,2,0.06,4,63,3337277,2008
Idhayam Idhayam,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:04,Tamil,03-02-2002,0.58,0.0,0.529,0.7,-6.517,0.063,185.212,1,9,0.0013,4,81,7107718,2002
Rasathi Rosapoo Vektam Eno Innum,Vani Jairam|K J Yesudas,/artist/vani-jayaram|/artist/k-j-yesudas,04:17,Tamil,06-03-2003,0.08,0.016,0.886,0.417,-5.027,0.0225,196.486,1,5,0.02,4,78,1707197,2003
Chinnapattam Poochi,Mano|K. S. Chithra,/artist/mano|/artist/chitra,04:23,Tamil,02-09-2004,0.44,0.71,0.201,0.2,-3.778,0.05,192.504,1,8,0.039,4,69,5345376,2004
Adiye Dindukal Vetthala,Malaysia Vasudevan|S. P. Sailaja,/artist/malaysia-vasudevan|/artist/s-p-sailaja-2,04:17,Tamil,02-01-2008,0.48,0.95,0.278,0.623,-7.519,0.067,188.246,1,1,0.0923,4,50,5298043,2008
Allavai Thozhudhidu Muslim Penne,Nagore E.M. Hanifa,/artist/nagore-em-hanifa-58,03:19,Tamil,07-10-2021,0.32,0.66,0.549,0.914,-6.903,0.0106,177.987,0,5,0.083,4,58,10495925,2021
Naan Satham Pottuthan,P. Susheela,/artist/p-suseela-2,02:48,Tamil,12-10-2020,0.89,0.628,0.337,0.913,-4.099,0.09,205.772,1,1,0.017,4,91,7177339,2020
Andru Nee Veloondri (Virutham),K.B. Sundarambal,/artist/kb-sundarambal,01:15,Tamil,06-06-2020,0.43,0.14,0.386,0.3,-2.878,0.0,183.008,1,2,0.038,4,81,5150312,2020
Sandhana Podhigayin,C. S. Jayaraman,/artist/c-s-jayaraman-1,03:13,Tamil,05-09-2021,0.53,0.543,0.781,0.416,-3.199,0.1,178.04,1,11,0.0476,4,83,1813402,2021
Kadavul (Kannukkul Aayiram),Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,03:51,Tamil,06-06-2001,0.03,0.63,0.024,0.5,-4.472,0.0846,192.566,1,9,0.005,4,41,3005038,2001
En Manathu,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,03:09,Tamil,02-05-2021,0.14,0.543,0.648,0.692,-6.283,0.0108,183.0,0,10,0.096,4,56,5701237,2021
Nenjukku Nimmathi,P. Susheela,/artist/p-suseela-2,03:27,Tamil,03-05-2023,0.4,0.62,0.89,0.3,-9.737,0.016,201.112,1,4,0.08,4,45,4985428,2023
Adi Vannakiliye Ingu,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,04:43,Tamil,02-06-2001,0.51,0.43,0.632,0.9,-11.234,0.049,148.913,1,1,0.0971,4,43,11318914,2001
Meghamthaan,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:40,Tamil,12-05-2002,0.29,0.877,0.005,0.246,-6.063,0.03,173.468,1,0,0.0288,4,97,808731,2002
Jare Haat Diye Mala Diye Paro Nai,Manabendra Mukherjee,/artist/manabendra-mukherjee,03:28,Tamil,02-11-2003,0.43,0.382,0.225,0.884,-6.303,0.066,151.888,1,11,0.0187,4,51,10108620,2003
Azhage Azhugai Enna,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:11,Tamil,10-01-2005,0.47,0.24,0.792,0.0,-6.281,0.083,200.358,1,1,0.089,4,63,6956415,2005
Sangu Chakra Sami vanthu,Malaysia Vasudevan|M.S.Rajeswari,/artist/malaysia-vasudevan|/artist/msrajeswari-1,04:56,Tamil,08-07-2008,0.69,0.675,0.238,0.584,-6.348,0.034,163.944,1,0,0.064,4,77,7530313,2008
Azhagana Vaazhai,P. Susheela,/artist/p-suseela-2,03:39,Tamil,09-05-2008,0.79,0.02,0.6,0.2,-8.754,0.01,169.942,0,7,0.084,4,65,11038706,2008
Panam Panthiyile,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,03:36,Tamil,07-07-2020,0.71,0.12,0.853,0.6,-7.121,0.03,180.064,0,5,0.083,4,58,9475027,2020
Swing Swing,S. Janaki,/artist/s-janaki,01:54,Tamil,05-02-2001,0.41,0.898,0.296,0.818,-11.827,0.0324,137.934,1,6,0.031,4,67,487610,2001
Sirippo Super Sirippu-Mimicry In Tamil,Harishankar|Lakshmi|Mayilswamy,/artist/harishankar|/artist/lakshmi|/artist/mayilswamy,45:00:00,Tamil,01-03-2005,0.05,0.54,0.349,0.4,-11.238,0.037,110.031,1,2,0.018,4,89,1228568,2005
Maiyendhum Vizhiyodu,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,04:19,Tamil,09-08-2008,0.28,0.453,0.205,0.414,-5.473,0.09,140.087,1,1,0.04,4,40,3868400,2008
Intha Intha Rukkumani,T. K. S. Natarajan,/artist/t-k-s-natarajan-1,05:00,Tamil,01-02-2003,0.17,0.65,0.663,0.1,-4.552,0.036,129.958,0,10,0.068,4,46,5243339,2003
Kalyaana Thirukolam,S. P. Balasubrahmanyam|Mohan,/artist/s-p-balasubrahamanyam|/artist/mohan,04:19,Tamil,10-03-2005,0.56,0.269,0.16,0.869,-8.555,0.069,181.885,0,0,0.07,4,57,1311889,2005
Ithu Aanandham Vilaiyaadum Veedu,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,04:20,Tamil,10-04-2009,0.45,0.27,0.905,0.324,-6.555,0.05,122.626,0,2,0.03,4,66,4532923,2009
Vanamevum Rajakumara,Jikki|Sirkazhi Govindarajan,/artist/jikki|/artist/sirkazhi-govindarajan,04:17,Tamil,06-12-2020,0.98,0.89,0.354,0.3,-13.211,0.0893,177.371,1,7,0.01,4,76,2725892,2020
Megam Thiraluthadi Minniruttu,Malaysia Vasudevan|S. Janaki,/artist/malaysia-vasudevan|/artist/s-janaki,06:41,Tamil,03-12-2006,0.02,0.086,0.36,0.515,-9.989,0.01,158.831,0,1,0.0927,4,94,5435227,2006
Oru Vargappuratchi,T.M. Soundararajan,/artist/tm-soundararajan,03:54,Tamil,01-11-2008,0.27,0.47,0.741,0.6,-12.682,0.05,149.915,1,1,0.0508,4,72,5914116,2008
Sandai Podaathe,M. S. Viswanathan,/artist/m-s-viswanathan-2,03:46,Tamil,05-10-2022,0.44,0.454,0.619,0.254,-5.201,0.0731,140.04,0,6,0.052,4,26,10145918,2022
Aayiramper Solli,Soolamangalam Sisters,/artist/soolamangalam-sisters,04:26,Tamil,11-03-2024,0.71,0.413,0.728,0.151,-12.619,0.06,203.12,0,8,0.002,4,73,10997563,2024
Unnai Yenni,P. Susheela,/artist/p-suseela-2,02:41,Tamil,11-10-2021,0.71,0.12,0.176,1.0,-10.274,0.0959,104.959,1,2,0.04,4,51,344506,2021
Amm Bharathi Thamizhukku,Saritha,/artist/saritha,04:04,Tamil,12-04-2023,0.35,0.48,0.912,0.965,-6.956,0.064,194.086,0,11,0.08,4,68,1126609,2023
Pambai Karaiyil,Soolamangalam Sisters,/artist/soolamangalam-sisters,05:01,Tamil,04-05-2005,0.84,0.0,0.512,0.9,-10.438,0.1,138.077,0,4,0.035,4,42,6250917,2005
Vandomayya Sabrikku,A.R. Ramani Ammal,/artist/ar-ramani-ammal-35,02:51,Tamil,08-04-2009,0.56,0.429,0.772,0.524,-6.162,0.0346,165.024,0,7,0.0436,4,35,9622891,2009
Thirumal Perumai Part Ii,A. P. Nagarajan,/artist/a-p-nagarajan-3,29:15:00,Tamil,10-09-2005,0.99,0.1,0.071,0.5,-8.411,0.1,200.044,0,5,0.01,4,28,5363843,2005
Instrumental Tunes (Jigu Jiguchang Kannadi),Chandrabose,/artist/chandrabose,02:59,Tamil,08-09-2009,0.77,0.153,0.009,0.114,-6.163,0.0,128.031,0,10,0.013,4,78,6400441,2009
Gokula,Uma Raman|A.V.Ramanan,/artist/uma-raman|/artist/avramanan,04:36,Tamil,05-01-2021,0.9,0.34,0.86,1.0,-3.001,0.06,165.43,1,2,0.09,4,85,6623250,2021
Calvary Malaiyoram,Mallika Duraipandian,/artist/mallika-duraipandian,03:04,Tamil,03-11-2004,0.24,0.744,0.881,0.482,-13.253,0.021,188.004,1,1,0.05,4,85,7685876,2004
Mangiyathore Nilavinile,C.S. Jayaraman,/artist/cs-jayaraman-61,02:59,Tamil,04-06-2020,0.61,0.24,0.939,0.7,-4.655,0.04,163.084,1,2,0.09,4,62,3867994,2020
Kadavul Ennum,T.M. Soundararajan,/artist/tm-soundararajan,03:33,Tamil,05-11-2022,0.01,0.59,0.658,0.4,-6.981,0.047,180.196,0,6,0.0639,4,39,10151139,2022
Sandhanatthil,T.M. Soundararajan,/artist/tm-soundararajan,05:11,Tamil,11-02-2020,0.2,0.29,0.382,0.9,-5.663,0.079,160.101,1,1,0.1,4,96,2323712,2020
Rajavae Unthan Rajiyathil,S. P. Balasubrahmanyam|Vani Jairam,/artist/s-p-balasubrahamanyam|/artist/vani-jayaram,04:42,Tamil,01-09-2007,0.73,0.47,0.004,0.437,-5.303,0.047,111.008,1,1,0.057,4,96,3366552,2007
Vara Raga Laya,Disciples|Dr. N. Ramani,/artist/disciples|/artist/dr-n-ramani-2,04:05,Tamil,10-06-2003,0.23,0.85,0.883,0.9,-2.32,0.075,174.992,1,11,0.081,4,44,10919192,2003
Katti thangamea unnai_Male,K J Yesudas|S. P. Sailaja,/artist/k-j-yesudas|/artist/s-p-sailaja-2,04:15,Tamil,07-12-2023,0.28,0.061,0.831,0.889,-4.998,0.07,154.988,1,6,0.07,4,54,4016891,2023
Kalviyil Saraswathi,Vani Jairam|Uma Ramanan|B.S. Sasirekha|S. P. Sailaja,/artist/vani-jayaram|/artist/uma-ramanan-1|/artist/bs-sasirekha-1|/artist/s-p-sailaja-2,07:06,Tamil,01-03-2009,0.79,0.62,0.24,0.9,-13.763,0.079,145.127,1,1,0.0581,4,81,4291695,2009
Yerikkarai Orathile,S.P. SAILAJA GANGAI AMARAN,/artist/sp-sailaja-gangai-amaran,04:36,Tamil,05-03-2002,0.54,0.48,0.489,0.7,-8.08,0.099,156.95,0,10,0.0983,4,69,1363434,2002
Hari Hari Om Om,Malaysia Vasudevan|Vani Jairam,/artist/malaysia-vasudevan|/artist/vani-jayaram,05:03,Tamil,03-08-2005,0.51,0.917,0.503,0.221,-2.896,0.0956,155.096,1,10,0.079,4,32,10935152,2005
Ninaithen Ennai,L.R. Eswari,/artist/lr-eswari-2,03:59,Tamil,08-04-2022,0.05,0.012,0.105,0.175,-12.916,0.06,161.74,1,11,0.0587,4,89,280261,2022
Tharamani Thara,Karunas,/artist/karunas,03:39,Tamil,09-08-2006,0.35,0.11,0.823,0.9,-8.47,0.0735,147.017,0,5,0.069,4,61,8475137,2006
Kondadum Thiruchendur,K.B. Sundarambal,/artist/kb-sundarambal,01:23,Tamil,09-12-2002,0.08,0.465,0.627,0.049,-9.494,0.058,117.005,0,6,0.0718,4,40,2245877,2002
Rafiyul Avval,A.R. Sheik Mohammed,/artist/ar-sheik-mohammed,03:30,Tamil,07-12-2002,0.45,0.833,0.698,0.934,-7.475,0.05,128.905,1,5,0.05,4,25,5917442,2002
En Jodi Kile Poguthamma,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,03:39,Tamil,05-02-2007,0.06,0.82,0.459,0.4,-8.484,0.0904,106.996,0,4,0.0573,4,61,7622452,2007
Story Set Part 2,A. P. Nagarajan,/artist/a-p-nagarajan-2,20:16,Tamil,04-04-2007,0.05,0.325,0.163,0.68,-9.027,0.043,130.14,1,0,0.0189,4,53,484134,2007
Thai Sathiyam,S. P. Balasubrahmanyam|Chorus,/artist/s-p-balasubrahamanyam|/artist/chorus,04:10,Tamil,05-03-2000,0.36,0.33,0.067,0.1,-6.582,0.0431,180.88,0,0,0.06,4,40,2156634,2000
Kasturi Maan,S. Janaki|Malaysia Vasudevan,/artist/s-janaki|/artist/malaysia-vasudevan,04:36,Tamil,09-12-2023,0.73,0.39,0.689,0.7,-12.329,0.0664,139.948,1,7,0.0614,4,90,3740864,2023
Pattuvanna Chittu,T.M. Soundararajan,/artist/tm-soundararajan,03:36,Tamil,10-06-2003,0.9,0.237,0.641,0.11,-5.005,0.076,163.797,0,6,0.1,4,40,9399872,2003
